Référence Article;Désignation Article;Ar Nomencl;Code - Intitulé Famille;Qté Vendues;PU;Chiffre d'affaires HT;Marge (%);Prix Revient Total;Marge
F00611D40;CARTOUCHE FILTRE 3D;0;PIUSIACC - ACCESSOIRES PIUSI;6;520;3120;-7,01;3338,61;-218,61
F0061700A;PISTOLET AUTOMATIQUE SB325;0;PIUSIPISTE - Equipement;1;1920;1920;35,8;1232,68;687,32
F0061751A;PISTOLET POUR VOLUCOMPTEUR SELF SERVICE ADBLUE;0;PIUSICOMPT - EQUIPEMENT;5;2084;10420;15,59;8795,48;1624,52
F0073302A;POMPE PANTHER 90 230;0;PIUSICOMPT - EQUIPEMENT;1;2300;2300;38,21;1421,26;878,74
F0074101D;VOLUCOMPTEUR GASOIL SELF SERVICE 100 MC 90l/min, 230V;0;PIUSIPOMPE - Equipement;1;18600;18600;35,92;11919,02;6680,98
F0074400A;SELF SERVICE MC ADBLUE 230/50 IB PIUSI;0;PIUSIPOMPE - Equipement;5;15320;76600;33,07;51266,26;25333,74
F0074400A/PIS;SELFSERVICE MC ADBLUE 230/50 IB PIUSI;2;PIUSIPOMPE - Equipement;1;14000;14000;14,73;11938,13;2061,87
F0075510D;INDICATEUR DE NIVEAU OCIO LV230V RS 50/60HZ;0;PIUSIACC - ACCESSOIRES PIUSI;29;3505,17;101650;37,38;63649,79;38000,21
F00755160;INDICATEUR DE NIVEAU OCIO 4/20mA;0;PIUSIACC - ACCESSOIRES PIUSI;19;5842,11;111000;48,68;56969,62;54030,38
F00755260;LEVEL IND OCIO 2.0 LAN 230V;0;PIUSIPOMPE - Equipement;1;7000;7000;30,11;4892,17;2107,83
F007555S0C;OCIO DESK MULTITANK 4;0;PIUSIACC - ACCESSOIRES PIUSI;1;10500;10500;56,21;4598,24;5901,76
F00770K20;WATCHDOG ET FUE ECONOMY;0;PIUSICOMPT - EQUIPEMENT;3;7333,33;22000;34,08;14501,96;7498,04
F00774010;MCO 2.0 BUSINESS ENTRY SOFTWARE;0;PIUSIPOMPE - Equipement;2;14137,5;28275;37,02;17806,73;10468,27
F0077600C;CONTROL UNIT MCO2.0;0;PIUSICOMPT - EQUIPEMENT;2;4095;8190;-2,23;8372,29;-182,29
F007790;EASY VIEW 2.0 FLEXIBLE;0;PIUSIPOMPE - Equipement;22;2057,61;45267,5;30,13;31627,88;13639,62
F00984010;PISTOLET COMPTEUR A HUILE DIGITAL K400;0;PIUSICOMPT - EQUIPEMENT;137;1217,47;166793;27,68;120623,87;46169,13
F00984010404010050;PISTOLET HUILE COMPTEUR DIGITAL ;0;PISTOLET - Pistolet local;12;1600;19200;-15,63;22200;-3000
F00984320;PISTOLET COMPTEUR A HUILE DIGITAL K400;0;PIUSICOMPT - EQUIPEMENT;42;1552,29;65196;40,83;38576,54;26619,46
F1398000C;MC BOX;0;PIUSICOMPT - EQUIPEMENT;4;11000;44000;53,64;20399,33;23600,67
F1590400P;DRIVER KEY YELLOW;0;PIUSICOMPT - EQUIPEMENT;2;110;220;30,91;152;68
F20112000;KIT WALL MONT BRACKET CU MCO 2.0;0;PIUSICOMPT - EQUIPEMENT;2;536,25;1072,5;34,09;706,92;365,58
F20592000;ADAPTATEUR LAN;0;PIUSIACC - ACCESSOIRES PIUSI;2;780;1560;34,15;1027,25;532,75
FC03CWTAJ1KBSGTFA;VANNE ROTATIVE SPHERIQUE NELES;0;VANNE - Vanne locale;3;162500;487500;23,08;375000;112500
FDA1000;FILTRE DEGAZEUR EN ACIER CARBONE;0;ISOILEQ - ISOIL EQUIPEMENT;1;97850;97850;32,62;65930,18;31919,82
FER-AM1;MARQUEUR ELECTRIQUE 220V;0;ACCESSOIR - DIVERS ACCESSOIRES ;1;9500;9500;83,13;1603;7897
FIL1/2;FILTRE 1/2 PR POMPE DE LAVAGE;0;FILTRE - FILTRE LOCAL;1;200;200;25;150;50
FILCARBURANT;FILTRE CARBURANT 1873018;0;FILTRE - FILTRE LOCAL;2;902,5;1805;34,07;1190;615
FILHUILE;FILTRE A HUILE 2625884;0;FILTRE - FILTRE LOCAL;2;1030;2060;32,72;1386;674
FIL.REGL1/2;FILTRE REGULATEUR LIBRIFIANT 1/2;0;FILTRE - FILTRE LOCAL;20;918,5;18370;25,97;13600;4770
FILTRCHARB;FILTRE CHARBON ACTIF;2;ISTOBPORT - ISTOBAL PORTIQUE DE LAVAGE;2;2205;4410;38,87;2696;1714
FILTY1/2;FILTRE EN Y 1/2 BRONZE;0;FILTRE - FILTRE LOCAL;10;59;590;29,61;415,31;174,69
FILYBRZD1;"FILTRE EN Y BRONZE DIAM.1""";0;FILTRE - FILTRE LOCAL;2;150;300;33,89;198,34;101,66
FLACON;FLACONS DE PRISE ECHANTILLON;0;POMPE - POMPE LOCAL;400;3,95;1580;29,11;1120;460
FLEX1/2L12MF;FLEXIBLE HP 1/2 LG 12M MF;0;FLEXIBLE - FLEXIBLES LOCAUX;1;3655;3655;83,31;610;3045
FLEX1/2L2-RAC;FLEXIBLE HP 1/2 L2M MF AV ADP;0;FLEXIBLE - FLEXIBLES LOCAUX;53;237,19;12571;44,82;6936,73;5634,27
FLEX1/2L4M;FLEXIBLE A HUILE HP 1/2 MF LG 4M + ADAPTEUR;0;FLEXIBLE - FLEXIBLES LOCAUX;4;401,25;1605;47,64;840,31;764,69
FLEX1/2L5M;FLEXIBLE HP 1/2 MF L5M+ADAPT;0;FLEXIBLE - FLEXIBLES LOCAUX;2;2600;5200;42,31;3000;2200
FLEX.1.LG2M;FLEXIBLE 1'' LG2M MF ADP HP ;0;FLEXIBLE - FLEXIBLES LOCAUX;2;1150;2300;62;874;1426
FLEX1LG3M;FLEXIBLE 1''LG3M MF ADP HP;0;FLEXIBLE - FLEXIBLES LOCAUX;1;1600;1600;65,44;553;1047
FLEX3/41.5MFF;FLEXIBLE 3/4 FF +ADPHP LG 1.6M;0;FLEXIBLE - FLEXIBLES LOCAUX;2;235;470;2,23;459,5;10,5
FLEX3/4L15M;"FLEXIBLE 3/4 GASOIL L15M AV RACC.1"" MALES DES DEUX COTES";0;FLEXIBLE - FLEXIBLES LOCAUX;1;900;900;-33;1197;-297
FLEX3/4L1M;FLEXIBLE 3/4 L1M F-F;0;FLEXIBLE - FLEXIBLES LOCAUX;11;329,29;3622,2;54,16;1660,48;1961,72
FLEX3/4L5M;FLEXIBLE  HP 3/4 FF LONG.5M;0;FLEXIBLE - FLEXIBLES LOCAUX;1;0;0;#DIV/0;455,7;-455,7
FLEX3/4L6M;"FLEXIBLE 3/4 GASOIL L6M AV RACC 1"" MALE DEUX COTES";0;FLEXIBLE - FLEXIBLES LOCAUX;1;998;998;29,86;700;298
FLEX6MD1;"FLEXIBLE 1"" LONG.6M";0;FLEXIBLE - FLEXIBLES LOCAUX;2;1100;2200;59,09;900;1300
FLEX6MD1/PISTOLET;"FLEXIBLE REFOULEMENT 1""6M AVEC PISTOLET AUTOMATIQUE";2;RACCORD - RACCORD LOCAL;3;1880;5640;52,78;2663,42;2976,58
FLEXAIR1/2L10M;FLEXIBLE AIR 1/2 LONG.10M MF;0;FLEXIBLE - FLEXIBLES LOCAUX;1;370;370;-9,92;406,7;-36,7
FLEXAIR1/4L1.5;FLEXIBLE AIR 1/4 LONG 1.5M COTE MALE 1/4 COTE EMBOUT SERTIE;0;FLEXIBLE - FLEXIBLES LOCAUX;35;249,57;8735;72,8;2375,51;6359,49
FLEXAIR1/4L15;FLEXIBLE AIR 1/4 L15M;0;FLEXIBLE - FLEXIBLES LOCAUX;2;530;1060;79,62;216;844
FLEXAIR1/4L3M;FLEXIBLE AIR 1/4 L3M COTE MALE COTE EMBOUT SERTIE;0;FLEXIBLE - FLEXIBLES LOCAUX;6;138;828;30,07;579;249
FLEXAIR3/8;FLEXIBLE AIR COMPRIME 3/8 d10;0;FLEXIBLE - FLEXIBLES LOCAUX;10;18;180;34,44;118;62
FLEXAIRD10L20M;FLEXIBLE AIR DIAM.10 L20M;0;FLEXIBLE - FLEXIBLES LOCAUX;4;644;2576;22,36;2000;576
FLEXD1L1M;"FLEXIBLE HP  DIAM.1"" LONG.1M";0;FLEXIBLE - FLEXIBLES LOCAUX;2;0;0;#DIV/0;513,8;-513,8
FLEXD1L6RMF;"FLEXIBLE  HP DIAM 1"" L6M AV RACC.M/F";0;FLEXIBLE - FLEXIBLES LOCAUX;6;1120;6720;39,29;4080;2640
FLEXD1LG25/VANNE;"FLEXIBLE 1""LG 25MTS EQUIPEE DE VANNE1""";2;GASSOFLEEQ - Flexible Gasso;1;8600;8600;79,35;1776,15;6823,85
FLEXD2L4M;FLEXIBLE CAOUTCHOUC NOIR L4M MF;0;FLEXIBLE - FLEXIBLES LOCAUX;2;1515;3030;20,27;2415,9;614,1
FLEXDN100L4M;FLEXIBEL COMPOSITE DN100 LONG.4M EQUIPE DE BRIDES TTMA;0;FLEXIBLE - FLEXIBLES LOCAUX;4;3000;12000;26,67;8800;3200
FLEXGD2L3M;"FLEXIBLE GASOIL LONG.3M DIAM.2"" M/M";0;FLEXIBLE - FLEXIBLES LOCAUX;1;2400;2400;33,33;1600;800
FLEXGL2D1;"FLEXIBLE ASPIRATION GASOIL DIAM.1"" EQUIPE DE 2 RACCORDS M/M+CREPINE";0;FLEXIBLE - FLEXIBLES LOCAUX;1;720;720;33,33;480;240
FLEXHP1/2L10M;FLEXIBLE HP 1/2 L10M;0;FLEXIBLE - FLEXIBLES LOCAUX;1;880;880;42,05;510;370
FLEXHP1/2L12M;FLEXIBLE HP L12M 1/2;0;FLEXIBLE - FLEXIBLES LOCAUX;2;980;1960;38,32;1209;751
FLEXHP1/2L1M;FLEXIBLE HP 1/2 LG 1000MM;0;FLEXIBLE - FLEXIBLES LOCAUX;3;192;576;49,84;288,9;287,1
FLEXHP3/4L10;FLEXIBLE HP  3/4 LONG10M;0;FLEXIBLE - FLEXIBLES LOCAUX;1;950;950;33,68;630;320
FLEXHP3/8L2M;FLEXIBLE HP 3/8 400Bars LG2000mm M-F+AD;0;FLEXIBLE - FLEXIBLES LOCAUX;4;160;640;-1,12;647,14;-7,14
FLEXHPL2M;FLEXIBLE HP LONG.2M PRESSION 160BARS;0;FLEXIBLE - FLEXIBLES LOCAUX;4;967;3868;22,44;3000;868
FLEXIBLE.1/4;FLEXIBLE A AIR 1/4 LG 2M COTE EMBOUT COTE SERTIE;0;FLEXIBLE - FLEXIBLES LOCAUX;7;210;1470;50;735;735
FLEXIBLE.50M_2AIR_;FLEXIBLE 50M 2 AIR 8MM 20BAR ;0;FLEXIBLE - FLEXIBLES LOCAUX;2;1250;2500;52,8;1180;1320
FLEXL5DN80;"FLEXIBLE COMPOSITE L5M DIAM.3"" COTE BRIDE";0;FLEXIBLE - FLEXIBLES LOCAUX;2;2900;5800;8,05;5333,33;466,67
FLEXL6DN50;FLEXIBLE COMPOSITE DIAM.2' LONG.6M COTE MALE COTE SYM;0;FLEXIBLE - FLEXIBLES LOCAUX;1;3550;3550;53,8;1640;1910
FLEXPL3MD1;"FLEXIBLE PRODUIT DIAM.1"" LAVE GLASS LONG.3M";0;FLEXIBLE - FLEXIBLES LOCAUX;1;720;720;50;360;360
FLEXR1D1/CANN/CLAP;"FLEXIBLE ASPIRATION 1""LG 4MAVEC CANNE ET CLAPET";2;RACCORD - RACCORD LOCAL;3;1100;3300;14,66;2816,29;483,71
FLEXR1D1L4M;"FLEXIBLE R1 LG 4000MM 4M DIAM 1"" MF+ADP";0;FLEXIBLE - FLEXIBLES LOCAUX;1;470;470;-31,49;618;-148
FLEXR1D2L5M/ADAPT;"FLEXIBLE R1 DIAM2"" L5M MF+ADAPTEUR";2;RACCORD - RACCORD LOCAL;2;6500;13000;46,89;6904;6096
FLEXR1MFD1L5M;"FLEXIBLE R1 DIAM.1"" L5M M/F";0;FLEXIBLE - FLEXIBLES LOCAUX;1;895;895;30,73;620;275
FLEXRAC_ETAL;FLEXIBLES ET RACCORDS POUR ETALONNAGE;0;ALMACOMPPR - PDR Compteur ALMA;1;0;0;#DIV/0;6353,69;-6353,69
FLEXTRAND30;FLEXILE TRANSPARENT DIAM.30   ;0;FLEXIBLE - FLEXIBLES LOCAUX;2;80;160;42,66;91,75;68,25
FLEXTRAND3/4;FLEXIBLE TRANSPARENT DIAM.3/4 EN M;0;FLEXIBLE - FLEXIBLES LOCAUX;2;440;880;76,14;210;670
FLG-G5-14;PISTOLET GRAVITE EN 1.4MM.;0;ITWPISTOLE - Pistolet ITW;15;1972;29580;33,18;19766,73;9813,27
FO900;FILTRE A HUILE;0;FILTRE - FILTRE LOCAL;1;120;120;37,5;75;45
FR-L400-04G;"FILTRE REGULATEUR LUBRIFIANT 1/2 """;0;AROPAMPDR - PDR Pompe à membranes ARO;12;0;0;#DIV/0;756;-756
FS10SE;KIT D'ECHANTILLONNAGE AVEC ADAPTEUR POMPE M16X2;0;POMPE - POMPE LOCAL;9;1360;12240;41,18;7200;5040
G1000049;BUSE JET PLAT;0;GEMAPDR - GEMA PIECES DE RECHANGES;32;195;6240;21,15;4919,99;1320,01
G1000055;ELECTRODE POUR BUSE;0;GEMAPDR - GEMA PIECES DE RECHANGES;53;275;14575;20,26;11622,19;2952,81
GAR250DIAM48;GARNITURE MECANIQUE TYPE 250 SILICIUM DIAM.48;0;GARNITURE - GARNITURE LOCAL;2;4600;9200;50;4600;4600
GAR637DIAM43;GARNITURE MECANIQUE TYPE 637 TUNGSTENE DIAM 43MM;0;GARNITURE - GARNITURE LOCAL;1;1900;1900;28,21;1364;536
GARNCBSD;GARNITURE MECANIQUE PPE CBSD SIHI GNZ73.49/53;0;GARNITURE - GARNITURE LOCAL;6;9000;54000;80,56;10500;43500
GARNFREIN;JEU DE GARNITURE FREIN;0;ACCESSOIR - DIVERS ACCESSOIRES ;2;1170;2340;61,54;900;1440
GB10702;ROULEMENT POMPE PCM 1000J50 EB-5143 EBI 5143/42X84,03X39;0;ROULEMENT - ROULEMENT;3;890;2670;87,83;325;2345
GDF0350-H;Filtre déshuileur 0.01 micron;0;GDSECHR - PDR Secheur Gardner Denver;2;20250;40500;23,15;31124,21;9375,79
GDF0350-P;Filtre à air 1 micron;0;GDSECHR - PDR Secheur Gardner Denver;4;20250;81000;23,16;62238,07;18761,93
GDMOLYEP2;CARTOUCHES DE GRAISSE  400gr;0;HUILEE - EQUIPEMENT POUR LUBRIFICATION;25;89,2;2230;40,65;1323,5;906,5
GFC501;GODET GRAVITE PLASTIQUE 500ML;0;ITWPISTOLP - PDR Pistolet ITW;23;426,52;9810;32,26;6645,02;3164,98
GGE10100_L5M;FLEXIBLE COMPOSITE 10100GGE 3'' LG5M;0;GASSOFLEEQ - Flexible Gasso;10;2815;28150;31,39;19314,94;8835,06
GM_200L/MN;"GENERATEUR DE MOUSSE ENTREE 2"" SORTIE 3""";0;ISINCINDEQ - Equipement incendie;1;11600;11600;30,71;8037,77;3562,23
GNZ53.49/24;GARNITURE MECANIQUE POUR POMPE AEHA/CEHA 20057220;0;SIHIPOMPDR - PDR Sihi;11;5083,64;55920;34,71;36509,19;19410,81
GNZ73.49/24;GARNITURE MECANIQUE 20057223-20054839;0;SIHIPOMPDR - PDR Sihi;2;16000;32000;76,33;7573,24;24426,76
GNZ73.49/28;GARNITURE MECANIQUE PR POMPE CEHA4108;0;SIHIPOMPDR - PDR Sihi;3;7995;23985;42,91;13693,31;10291,69
GNZ73.49/38L;GARNITURE MECANIQUE POUR POMPE 6108 20057251;0;GARNITURE - GARNITURE LOCAL;1;9230;9230;34,99;6000;3230
GPL_20M3;RESERVOIR GPL CAPACITE 20000L;0;SILVAMCITE - CITERNE SILVA MATOS;1;458425;458425;25,04;343620,66;114804,34
GR43.40;GARNITURE MECANIQUE POMPE 3108;0;POMPEPDR - PDR Pompes;1;7150;7150;23,08;5500;1650
GREL228M3/H;GROUPE ELECTROPOMPE 228M3/H 12BAR;0;ISIPOMPD - Pompes diesel incendie;1;453128;453128;2,78;440524,87;12603,13
GRI.EBARA;GROUPE ELECTROPOMPE INCENDIE EBARA;0;MBFLUIDE - POMPE MB FLUID;1;250000;250000;38,23;154418,59;95581,41
GRJK_11M3/H;POMPE JOCKEY 11M3/H 12BAR;0;ISIPOMPEL - Pompes électriques;1;79297,4;79297,4;22,54;61420,68;17876,72
GRJK_15M3/H;Groupe Jockey 15m3/h;0;ISIPOMPEL - Pompes électriques;5;80100;400500;22,74;309431,88;91068,12
GRMPD50M3H;GROUPE MOTOPOMPE DIESEL POUR EMULSEURS 50M3/H;0;ISIPOMPD - Pompes diesel incendie;1;355000;355000;14,34;304078,64;50921,36
GRMPD568;GROUPE MOTOPOMPE EAU 568M3/H 12BAR;0;ISIPOMPD - Pompes diesel incendie;2;1104935,2;2209870,4;2,73;2149519,76;60350,64
GRMPD650/CTRBDN200;Groupe Motopompe Eau 650m3/h 91 mcl av reservoir Go ,armoire+cont bri;2;ISIPOMPD - Pompes diesel incendie;4;609320;2437280;-18,96;2899307,87;-462027,87
GS1522-2;SERVICE KIT D ESM 15-22;0;GDSECHR - PDR Secheur Gardner Denver;1;6800;6800;29,37;4803,1;1996,9
GTI-108;GACHETTE;0;ITWPISTOLP - PDR Pistolet ITW;83;267,23;22180;31,13;15276,27;6903,73
GTI-408-K5;KIT DE 5 AXES DE GACHETTE;0;ITWPISTOLP - PDR Pistolet ITW;8;745;5960;50,72;2937,22;3022,78
GTI-414-K;VIS DE REGLAGE REMPLACE JGA 16;0;ITWPISTOLP - PDR Pistolet ITW;44;293,86;12930;31,3;8882,67;4047,33
GTI-425-K;BAGUE DEFLECTRICE (remplacé par ref.JGD-402-1);0;ITWPISTOLP - PDR Pistolet ITW;8;510;4080;45,14;2238,18;1841,82
GX7010;PC DELL OPTIPLEX GX7010 - i3 (Format SFF);0;LARCODOCIP - PDR SONDES LARCO;1;31500;31500;59,07;12891,47;18608,53
H001C1C;FLEXIBLE COMPOSITE DN100 LONG.3.60M;0;FLEXIBLE - FLEXIBLES LOCAUX;42;2832,62;118970;22,55;92145,53;26824,47
H001C1C.1M;CONFECTION DE FLEXIBLE INOX DOUBLE TRESSE DN50LG 1MT AVEC 2BRIDE ASA ;0;FLEXIBLE - FLEXIBLES LOCAUX;2;3500;7000;23,49;5355,7;1644,3
H001C1C2LG900/MAME;"FLEXIBLE INOX2 "" LG 900MM AVEC RACCORD 2""MALE DE 2 COTE";2;FLEXIBLE - FLEXIBLES LOCAUX;4;4271,54;17086,14;53,37;7966,6;9119,54
H001C1CL40D2;"FLEXIBLE HYDRAUCARBURE DIAM.2"" LONG.40M";0;FLEXIBLE - FLEXIBLES LOCAUX;2;0;0;#DIV/0;20364,8;-20364,8
H001C1CL5GGE;"FLEXIBLE DE DEPOTAGE L5M D3"" GGE";0;FLEXIBLE - FLEXIBLES LOCAUX;10;2050;20500;31,83;13974,91;6525,09
H024;GARNITURE SURP. RAASM;0;RAASMSERVE - Equipement;10;38;380;26,86;277,94;102,06
H07RN-F2X4;CABLE DE MISE A LA TERRE 2X4mm LG 8M;2;CABLE - Câblage électrique;83;312,73;25957;44,5;14405,73;11551,27
H07RN-F2X4MM2;CABLE DE MISE A LA TERRE 2X4MM ML;0;CABLE - Câblage électrique;0;#DIV/0;-3300;100;0;-3300
H-7501;TUYAU AIR ROUGE;0;ITWFLEXEQ - Tuyau ITW;120;85,94;10312,5;40,14;6172,56;4139,94
H-7501/RAC;TUYAU AIR AV RACCORD;2;CHARIOT - CHARIOT SIATRA;3;2293,33;6880;28,6;4912,24;1967,76
H-7503/RAC;TUYAU PRODUIT AVEC RACCORD;2;CHARIOT - CHARIOT SIATRA;8;941,25;7530;32,11;5111,92;2418,08
HC60121200A;ENROULEURS A HUILE FERMES;0;PIUSIPOMPE - Equipement;27;2673,48;72184;31,85;49191,03;22992,97
HC6726;FILTRE A HUILE HE6726;0;FILTRE - FILTRE LOCAL;4;392;1568;25,92;1161,6;406,4
HD100C;FLEXIBLE AVIATION DN100 X 10.5M;0;ELAFFLEXEQ - Flexible Elaflex;1;38800;38800;76,34;9178,8;29621,2
HD38GO_L40;"FLEXIBLE ANNEAU JAUNE 1""1/2 lg 40 mts AVEC RACCORD";0;ELAFFLEXEQ - Flexible Elaflex;4;27650;110600;44,77;61087,76;49512,24
HD50;FLEXIBLE HD 50 - 40MTS SANS RACCORDS;0;ELAFFLEXEQ - Flexible Elaflex;10;30000;300000;30,71;207867,67;92132,33
HD50L50M;FLEXIBLE HYDROCARBURES DN50 LG 50M;0;ELAFFLEXEQ - Flexible Elaflex;6;45825;274950;31,51;188307,87;86642,13
HK_1H;DETECTEUR D'HYDROCARBURE LIQUIDE DOCIL C;0;LARCOINSTR - LARCO INSTRUMENTATION;15;20876,67;313150;31,25;215293,27;97856,73
HOUSSECO2-9KG;HOUSSE POUR EXTINCTEUR 9KG;0;MATINCENDI - INCENDIE LOCALE  ;4;180;720;27,78;520;200
HUIL15W40;HUILE 15W40;0;HUILE - Huile achetée localement;1 375;59,46;81752,5;37,3;51255,75;30496,75
HUILE10W30;HUILE HYDRAULIQUE  10W30;0;HUILE - Huile achetée localement;2;1213,5;2427;40,43;1445,86;981,14
HUILE10W40;HUILE 10W40;0;HUILE - Huile achetée localement;2;982,5;1965;86,51;265,15;1699,85
HUILECL46;HUILE LC46 BIDON20L HAYDN46;0;HUILE - Huile achetée localement;2;1300;2600;46,55;1389,77;1210,23
HUILECL68;HUILE LC68 BIDON 20L Q8 HAYDN 68;0;HUILE - Huile achetée localement;1;0;0;#DIV/0;566,67;-566,67
I001C1C;"FLEXIBLE INOX DOUBLE TRESSE DIA.2""  LG.800MM BRIDE 2"" SERIE 300 1.F/T";0;FLEXIBLE - FLEXIBLES LOCAUX;8;6600;52800;63,29;19382,16;33417,84
IDAC40811;NETTOYEUR EAU CHAUDE ARGON DEBIT 800L/H PRESSION 150BARS;0;SERVNETHP - Nettoyeur haute pression local;2;25480;50960;21,51;40000;10960
IDN-09-01-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 9M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;26985;26985;32,77;18140,79;8844,21
IDN-09-1-X;INDICATEUR DE NIVEAU A REGLETTE ;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;43000;43000;47,28;22668,24;20331,76
IDN-11-01-X;INDICATEUR DE NIVEAU A REGLETTES 11.3M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;32200;64400;36,33;41002,73;23397,27
IDN-12-01-S;INDICATEUR DE NIVEAU 12M A REGLETTE HAUTEUR:12M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;34500;34500;36,43;21930,13;12569,87
IDN-12-01-X;INDICATEUR DE NIVEAU A REGLETTE;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;27650;55300;38,44;34043,92;21256,08
IDN-12.5-01-S;INDICATEUR DE NIVEAU A REGLETTES POUR BAC NON CALORIFUGE;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;33800;67600;35,86;43358,11;24241,89
IDN-12.5-02-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 12.5M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;31400;31400;54,86;14172,87;17227,13
IDN-13-01-S;INDICATEUR DE NIVEAU H:12.700m;0;LARCOJAUGE - Matériel de Jaugeage LARCO;3;31666,67;95000;41,04;56015,21;38984,79
IDN-13-02-X;INDICATEUR DE NIVEAU A REGLETTES IDN-13-02-X;0;LARCOJAUGE - Matériel de Jaugeage LARCO;3;30883,33;92650;37,86;57576,39;35073,61
IDN-14-01-S;INDICATEUR DE NIVEAU  A REGLETTES HAUTEUR 14M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;33700;33700;38,13;20851,1;12848,9
IDN-14.01-X;INDICATEUR DE NIVEAU A REGLETTE 14M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;29400;29400;36,77;18588,63;10811,37
IDN-14-02-S;INDICATEUR DE NIVEAU A REGLETTES 14M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;28800;28800;30,56;19999,93;8800,07
IDN-14.5-01-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 14.5M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;3;35400;106200;36,9;67009,19;39190,81
IDN-14.5-01-X;INDICATEUR DE NIVEAU POUR BAC R501 (eau);0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;33181,91;33181,91;29,84;23278,79;9903,12
IDN-15-01-S;INDICATEUR DE NIVEAU 15M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;29000;58000;36,58;36783,66;21216,34
IDN-15-02-S;INDICATEUR DE NIVEAU A REGLETTES;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;31800;31800;46,07;17149,02;14650,98
IDN-16-01-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 16M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;13;29044,23;377575;31,58;258326,28;119248,72
IDN-16-02-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 16M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;3;28700;86100;35,83;55254,18;30845,82
IDN-16.5-01-S;INDICATEUR DE NIVEAU A REGLETTES POUR BAC NON CALORIFUGE;0;LARCOJAUGE - Matériel de Jaugeage LARCO;3;31200;93600;39,53;56603,61;36996,39
IDN-17-01-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 16.8M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;39815;39815;43,01;22691,59;17123,41
IDN-17-02-X;INDICATEUR DE NIVEAU POUR BAC R207 (avec écran);0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;26564,71;26564,71;29,6;18701,75;7862,96
IDN-17.5-01-X;INDICATEUR DE NIVEAU A REGLETTE;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;40500;40500;30,22;28260,97;12239,03
IDN-18-01-S;INDICATEUR DE NIVEAU A REGLETTES HAUTEUR 18M;0;LARCOJAUGE - Matériel de Jaugeage LARCO;9;31460,28;283142,52;30,44;196957,93;86184,59
IDN-18-01-X;INDICATEUR DE NIVEAU POUR BAC R301 ET R302;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;36730,26;73460,52;36,62;46559,74;26900,78
IDN-20-01-X;INDICATEUR DE NIVEAU A REGLETTE POUR BACS TK01 ET TK05;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;34289,2;68578,4;30,5;47659,48;20918,92
IDN-22-01-S;INDICATEUR DE NIVEAU A REGLETTE POUR BAC TK104 ET TK106;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;35023,8;70047,6;30,51;48677,27;21370,33
IDN-22-01-X;INDICATEUR DE NIVEAU A REGLETTES POUR BACS TK406,TK407,TK408,TK409;0;LARCOJAUGE - Matériel de Jaugeage LARCO;4;36177;144708;30,48;100594,69;44113,31
IDN-4.5-01-X;INDICATEUR DE NIVEAU A REGLETTES LARCO EN INOX;0;LARCOJAUGE - Matériel de Jaugeage LARCO;3;24300;72900;38,34;44948,74;27951,26
IDN-5.5-01-X;INDICATEUR DE NIVEAU A REGLETTE;0;LARCOJAUGE - Matériel de Jaugeage LARCO;2;36000;72000;38,07;44591,73;27408,27
IDN-6.5-01-S;INDICATEUR DE NIVEAU A REGLETTE;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;34200;34200;50,26;17009,47;17190,53
IDP;INDICATEUR DE POSITION ;0;LARCOJAUGE - Matériel de Jaugeage LARCO;1;16750;16750;-27,99;21438,31;-4688,31
IGI050L15M/RAC;"FLEXIBLE HYDROCARBURE  2"" L15M AVEC RACCORD 2"" ELAFLEX";2;GASSOFLEEQ - Flexible Gasso;2;0;0;#DIV/0;5966,44;-5966,44
